Student_ID,Region,Gender,Enrollment_Type,Subject_Group,SSC_I_Marks,SSC_II_Marks,HSSC_I_Marks,Attendance_Rate,Parent_Education_Level,Parent_Income,Study_Hours,Extra_Tuition,School_Type,Previous_Failures,Co_Curricular_Activities,Exam_Attempts,HSSC_II_Marks,HSSC_II_Grade
47289,Charsadda,Male,Regular,Science,489,509,564,91.79,High School,Low,1.61,No,Private,2,Yes,2,712,A
47290,Peshawar,Female,Private,Science,802,638,705,77.19,High School,High,4.22,No,Private,2,Yes,1,620,B
47291,Peshawar,Male,Private,Science,847,816,375,98.48,High School,Medium,3.48,No,Public,0,Yes,2,321,Fail
47292,Khyber,Female,Private,Arts,368,453,754,64.7,College,High,2.25,No,Private,1,Yes,1,424,D
47293,Charsadda,Female,Private,Science,602,370,704,75.57,High School,High,2.86,No,Private,1,Yes,2,838,A-ONE
47294,Mohmand,Female,Regular,Arts,323,815,524,65.2,Graduate,High,1.42,Yes,Public,0,No,2,312,Fail
47295,Charsadda,Male,Private,Science,803,702,823,85.39,College,Low,3.98,Yes,Public,2,Yes,1,839,A-ONE
47296,Mohmand,Male,Regular,Science,486,746,427,96.17,College,High,2.32,No,Private,2,Yes,1,619,B
47297,Charsadda,Male,Regular,Science,419,640,693,81.89,High School,High,4.62,Yes,Public,2,No,1,397,Fail
47298,Khyber,Female,Private,Arts,445,330,729,88.11,College,Medium,4.34,Yes,Private,2,No,1,524,C
47299,Khyber,Male,Regular,Science,536,337,398,80.21,College,Medium,2.7,No,Public,0,Yes,2,423,D
47300,Khyber,Male,Private,Arts,825,541,354,83.95,High School,Medium,3.97,Yes,Private,0,Yes,2,394,Fail
47301,Mohmand,Female,Regular,Science,705,410,427,88.5,High School,High,2.02,Yes,Public,2,No,1,699,B
47302,Charsadda,Male,Private,Arts,322,558,346,70.16,High School,Medium,2.56,Yes,Private,0,Yes,2,649,B
47303,Khyber,Female,Private,Arts,579,410,347,59.43,College,Medium,4.01,No,Public,2,No,2,619,B
47304,Charsadda,Female,Private,Science,705,542,399,57.12,College,Medium,3.39,No,Private,2,No,1,713,A
47305,Chitral,Female,Regular,Arts,320,805,318,63.74,Graduate,High,3.52,No,Private,2,No,1,509,C
47306,Charsadda,Female,Regular,Arts,315,567,744,75.36,High School,Medium,2.86,No,Private,1,No,1,509,C
47307,Peshawar,Female,Regular,Science,533,542,464,76.02,High School,Medium,3.97,No,Private,2,No,2,660,B
47308,Khyber,Female,Regular,Science,348,722,816,83.07,College,High,3.0,Yes,Public,1,Yes,2,490,D
47309,Mohmand,Male,Private,Science,418,420,638,95.73,High School,Medium,1.99,Yes,Public,1,No,2,732,A
47310,Khyber,Female,Private,Science,349,517,582,85.16,Graduate,High,2.29,Yes,Public,1,No,2,702,A
47311,Khyber,Female,Private,Arts,359,719,511,80.72,High School,High,2.9,Yes,Public,0,No,2,808,A-ONE
47312,Khyber,Female,Regular,Science,358,385,554,74.44,Graduate,Medium,3.56,Yes,Public,1,Yes,2,360,Fail
47313,Chitral,Male,Private,Science,503,429,500,76.81,High School,Medium,2.67,No,Public,2,Yes,1,356,Fail
47314,Khyber,Male,Regular,Science,627,522,479,54.12,College,Low,3.28,No,Public,1,No,1,692,B
47315,Chitral,Male,Private,Science,477,534,317,78.61,High School,High,4.87,Yes,Public,1,No,1,408,D
47316,Khyber,Male,Regular,Arts,347,327,827,87.28,Graduate,Low,1.76,No,Private,0,No,2,677,B
47317,Charsadda,Female,Private,Science,565,595,576,65.58,High School,High,2.94,No,Private,1,Yes,1,454,D
47318,Chitral,Male,Regular,Arts,507,546,708,79.2,Graduate,Low,3.93,Yes,Private,2,Yes,1,808,A-ONE
47319,Charsadda,Male,Private,Science,361,738,539,77.27,College,High,3.39,Yes,Public,0,No,1,773,A
47320,Peshawar,Female,Regular,Arts,652,515,836,85.88,High School,Low,2.89,No,Private,1,Yes,2,485,D
47321,Charsadda,Female,Regular,Science,547,560,359,67.8,Graduate,High,3.29,Yes,Public,2,Yes,1,678,B
47322,Chitral,Male,Private,Science,695,434,613,85.99,Graduate,Low,2.26,No,Private,2,Yes,1,688,B
47323,Khyber,Male,Private,Science,838,463,383,73.85,Graduate,Low,1.95,Yes,Private,1,Yes,1,769,A
47324,Charsadda,Female,Private,Arts,745,815,332,57.51,High School,Low,2.68,Yes,Private,1,Yes,2,581,C
47325,Khyber,Male,Regular,Science,620,751,662,67.78,College,Low,4.09,Yes,Private,0,No,1,691,B
47326,Khyber,Female,Private,Science,594,761,688,79.7,College,High,4.51,Yes,Public,0,Yes,2,546,C
47327,Khyber,Male,Private,Arts,572,555,304,84.12,Graduate,Medium,3.95,Yes,Public,1,No,2,582,C
47328,Mohmand,Male,Private,Science,745,682,359,51.56,Graduate,Medium,2.27,No,Private,1,No,1,450,D
47329,Charsadda,Female,Private,Science,474,627,713,84.91,High School,Medium,2.45,No,Public,1,Yes,2,737,A
47330,Khyber,Male,Regular,Science,699,448,385,50.27,High School,Medium,2.17,No,Public,0,Yes,2,560,C
47331,Chitral,Male,Regular,Science,308,484,695,90.78,Graduate,Medium,3.19,Yes,Public,1,Yes,2,663,B
47332,Mohmand,Female,Private,Arts,794,486,505,83.8,High School,Medium,2.89,No,Private,0,Yes,2,368,Fail
47333,Charsadda,Male,Regular,Arts,472,739,427,79.34,Graduate,Medium,1.91,No,Private,1,Yes,2,754,A
47334,Mohmand,Male,Private,Arts,362,514,385,70.3,High School,Low,2.62,Yes,Public,1,No,1,599,C
47335,Mohmand,Male,Regular,Arts,504,480,302,66.61,Graduate,Low,3.56,No,Private,1,No,2,768,A
47336,Chitral,Female,Private,Arts,314,740,497,90.01,High School,Low,4.52,Yes,Private,0,Yes,2,808,A-ONE
47337,Khyber,Male,Private,Arts,323,466,812,84.71,High School,Medium,3.08,Yes,Private,0,No,2,818,A-ONE
47338,Peshawar,Female,Private,Science,428,667,581,80.87,Graduate,Low,4.82,No,Private,0,No,2,707,A
47339,Peshawar,Female,Regular,Science,805,326,849,67.71,College,High,2.34,Yes,Public,0,No,1,699,B
47340,Charsadda,Female,Private,Arts,510,569,396,83.27,College,Medium,3.52,No,Public,0,No,2,569,C
47341,Charsadda,Male,Regular,Science,823,775,844,56.18,College,Low,3.28,No,Public,0,Yes,2,592,C
47342,Khyber,Male,Private,Science,352,537,790,63.91,High School,Low,1.88,Yes,Public,1,No,1,809,A-ONE
47343,Chitral,Male,Private,Arts,300,394,826,65.91,College,Medium,3.52,Yes,Public,0,Yes,2,515,C
47344,Peshawar,Female,Private,Arts,383,829,648,78.51,Graduate,High,2.11,No,Private,0,No,1,806,A-ONE
47345,Charsadda,Female,Regular,Science,418,407,541,51.67,College,High,2.21,Yes,Private,1,Yes,2,338,Fail
47346,Khyber,Female,Regular,Science,662,566,364,79.09,High School,High,4.32,Yes,Private,2,No,2,381,Fail
47347,Chitral,Male,Regular,Science,611,686,719,67.26,Graduate,High,3.7,No,Private,2,No,1,695,B
47348,Chitral,Male,Regular,Science,482,661,739,87.76,College,Medium,3.35,Yes,Public,2,No,1,368,Fail
47349,Chitral,Male,Regular,Science,305,755,302,76.76,Graduate,High,2.48,No,Public,0,No,1,588,C
47350,Khyber,Male,Private,Arts,672,591,723,95.09,Graduate,Low,1.1,Yes,Public,1,Yes,1,656,B
47351,Charsadda,Female,Private,Science,500,669,585,62.04,College,High,1.57,No,Public,1,No,2,313,Fail
47352,Khyber,Male,Regular,Science,417,418,529,95.25,College,Low,4.15,Yes,Private,0,No,2,629,B
47353,Khyber,Female,Regular,Science,379,514,569,74.36,Graduate,Medium,2.37,No,Public,1,Yes,2,735,A
47354,Khyber,Male,Regular,Arts,374,549,755,56.44,College,Low,2.36,Yes,Public,0,No,2,406,D
47355,Chitral,Male,Regular,Arts,431,559,517,60.71,College,Medium,4.97,No,Public,1,Yes,1,778,A
47356,Khyber,Female,Regular,Science,747,301,699,78.76,High School,Medium,3.07,No,Public,1,No,2,360,Fail
47357,Khyber,Female,Private,Arts,632,818,807,76.22,College,High,1.09,No,Public,0,No,1,750,A
47358,Chitral,Male,Regular,Science,846,732,848,68.27,College,Medium,1.7,Yes,Public,2,No,2,569,C
47359,Khyber,Female,Regular,Arts,601,582,677,52.31,College,Medium,4.64,Yes,Public,0,Yes,2,611,B
47360,Peshawar,Female,Regular,Science,758,456,741,79.56,High School,Low,1.54,Yes,Public,1,Yes,2,529,C
47361,Khyber,Female,Regular,Arts,765,697,320,69.15,College,Medium,1.09,No,Private,2,No,2,547,C
47362,Charsadda,Male,Private,Science,746,514,661,82.59,Graduate,High,3.18,Yes,Private,0,Yes,1,494,D
47363,Khyber,Female,Private,Science,765,823,564,64.5,College,High,1.86,No,Public,2,No,2,611,B
47364,Charsadda,Female,Regular,Arts,567,330,484,90.72,High School,Low,4.7,Yes,Public,0,Yes,2,574,C
47365,Mohmand,Male,Private,Science,681,822,571,50.3,College,High,4.91,No,Public,0,Yes,1,327,Fail
47366,Khyber,Male,Regular,Science,391,638,419,77.32,High School,Medium,3.3,No,Private,0,No,2,614,B
47367,Charsadda,Male,Regular,Science,485,809,828,57.57,College,Low,3.98,No,Public,0,Yes,1,382,Fail
47368,Khyber,Male,Private,Arts,374,628,586,98.31,High School,Low,2.12,No,Private,0,No,2,303,Fail
47369,Charsadda,Male,Private,Science,664,415,837,59.34,College,Low,4.75,No,Public,2,No,2,456,D
47370,Chitral,Female,Regular,Arts,440,523,312,66.94,High School,Medium,2.76,Yes,Public,1,Yes,1,330,Fail
47371,Peshawar,Female,Regular,Science,364,675,577,86.4,Graduate,Low,1.97,No,Private,0,Yes,1,577,C
47372,Mohmand,Male,Regular,Science,819,591,789,57.64,Graduate,Medium,3.62,No,Private,1,Yes,1,614,B
47373,Chitral,Male,Private,Arts,617,784,410,91.79,Graduate,Medium,3.47,No,Public,1,Yes,2,501,C
47374,Chitral,Female,Regular,Science,496,712,382,71.69,College,Low,1.16,No,Public,0,Yes,2,396,Fail
47375,Peshawar,Male,Private,Science,526,426,463,62.61,College,High,1.46,Yes,Private,1,Yes,1,810,A-ONE
47376,Chitral,Male,Regular,Arts,521,439,753,92.6,College,Medium,1.56,No,Private,1,No,2,644,B
47377,Chitral,Female,Regular,Arts,369,562,490,82.05,Graduate,Medium,3.17,Yes,Private,2,Yes,1,311,Fail
47378,Khyber,Male,Regular,Science,772,724,776,70.66,High School,Low,2.16,No,Public,0,No,2,595,C
47379,Chitral,Male,Regular,Science,598,619,638,95.7,High School,Low,1.04,Yes,Public,2,No,2,535,C
47380,Charsadda,Female,Regular,Science,734,775,570,74.2,High School,Medium,2.09,Yes,Private,1,Yes,2,351,Fail
47381,Charsadda,Female,Private,Arts,742,377,408,64.91,Graduate,Low,1.11,No,Private,1,Yes,1,404,D
47382,Khyber,Male,Regular,Science,337,528,459,96.87,Graduate,Medium,4.93,No,Private,1,Yes,2,516,C
47383,Charsadda,Male,Private,Science,445,624,359,57.53,High School,Low,1.61,Yes,Private,2,No,1,710,A
47384,Peshawar,Male,Regular,Arts,603,305,590,68.21,Graduate,High,3.35,Yes,Private,2,Yes,2,604,B
47385,Chitral,Female,Regular,Arts,663,477,744,56.4,High School,Low,3.2,Yes,Public,0,Yes,2,662,B
47386,Khyber,Female,Private,Arts,653,412,333,90.39,High School,Low,3.75,No,Private,0,Yes,2,437,D
47387,Peshawar,Male,Regular,Science,736,653,805,82.6,High School,Medium,2.33,No,Private,2,Yes,1,370,Fail
47388,Chitral,Male,Regular,Science,640,759,531,61.04,College,Medium,4.36,Yes,Public,2,No,2,487,D
47389,Mohmand,Male,Regular,Arts,442,823,441,58.07,Graduate,Medium,4.33,Yes,Private,2,Yes,1,839,A-ONE
47390,Charsadda,Female,Private,Science,350,351,413,71.84,High School,Low,2.46,Yes,Public,0,Yes,2,426,D
47391,Mohmand,Male,Regular,Arts,508,496,325,74.4,High School,Low,2.42,Yes,Public,0,Yes,1,817,A-ONE
47392,Charsadda,Male,Regular,Arts,614,609,681,87.03,High School,Medium,2.35,No,Public,0,Yes,2,631,B
47393,Khyber,Female,Regular,Science,795,423,845,77.67,High School,Medium,4.79,Yes,Public,0,Yes,2,706,A
47394,Peshawar,Female,Regular,Science,409,637,504,89.51,College,Medium,2.58,No,Public,1,No,2,681,B
47395,Charsadda,Female,Private,Arts,651,616,803,99.38,College,Medium,2.63,Yes,Public,0,No,1,791,A
47396,Chitral,Male,Regular,Arts,542,522,465,84.35,College,Low,3.65,No,Private,0,Yes,1,316,Fail
47397,Chitral,Female,Regular,Arts,674,311,685,82.98,Graduate,Low,2.05,No,Public,1,No,1,711,A
47398,Peshawar,Female,Private,Science,326,752,476,72.45,College,Low,1.35,Yes,Private,2,No,2,694,B
47399,Mohmand,Male,Private,Arts,444,536,404,86.51,Graduate,Low,2.52,No,Public,0,Yes,1,604,B
47400,Mohmand,Female,Regular,Science,749,351,838,85.23,Graduate,High,3.94,No,Private,2,No,1,742,A
47401,Chitral,Male,Private,Science,506,630,453,52.87,College,Low,3.81,No,Private,0,Yes,1,571,C
47402,Khyber,Male,Private,Science,733,718,712,86.34,Graduate,Medium,4.11,No,Public,1,Yes,2,536,C
47403,Chitral,Female,Regular,Arts,722,418,526,93.17,Graduate,Medium,3.17,Yes,Private,0,No,2,726,A
47404,Peshawar,Female,Private,Arts,598,435,633,86.82,Graduate,Low,2.21,Yes,Private,0,Yes,1,331,Fail
47405,Mohmand,Female,Regular,Arts,482,378,835,64.75,College,High,2.87,Yes,Private,2,No,1,328,Fail
47406,Chitral,Male,Private,Arts,789,826,388,65.6,Graduate,High,1.8,No,Public,0,Yes,2,583,C
47407,Charsadda,Male,Regular,Science,722,567,674,99.04,Graduate,Medium,2.13,No,Private,1,No,2,433,D
47408,Chitral,Female,Private,Arts,768,305,390,89.63,Graduate,High,1.34,No,Public,2,No,1,628,B
47409,Khyber,Male,Private,Science,442,315,785,78.23,College,Medium,4.84,Yes,Private,2,Yes,2,743,A
47410,Chitral,Male,Private,Science,584,630,555,97.63,High School,Medium,3.47,No,Public,1,No,2,683,B
47411,Khyber,Male,Private,Science,592,617,805,51.72,Graduate,Low,4.92,No,Private,0,Yes,1,481,D
47412,Charsadda,Male,Private,Arts,426,388,380,86.87,High School,Low,4.24,Yes,Private,2,No,2,397,Fail
47413,Charsadda,Male,Private,Science,630,526,393,57.82,High School,High,4.31,No,Private,1,Yes,1,518,C
47414,Mohmand,Female,Private,Arts,816,447,416,54.61,Graduate,Medium,4.0,No,Public,0,No,2,599,C
47415,Mohmand,Female,Regular,Science,437,588,595,81.81,High School,High,3.7,No,Private,1,No,2,801,A-ONE
47416,Peshawar,Male,Regular,Arts,613,433,656,93.83,College,Medium,3.87,No,Public,1,Yes,2,546,C
47417,Peshawar,Male,Private,Arts,804,380,462,95.54,High School,High,1.7,Yes,Public,1,Yes,2,526,C
47418,Khyber,Male,Regular,Science,564,819,642,51.92,Graduate,Medium,4.08,No,Private,1,No,2,442,D
47419,Chitral,Female,Private,Arts,704,498,390,88.73,High School,Low,2.19,No,Private,1,No,2,357,Fail
47420,Chitral,Male,Regular,Science,341,649,353,61.17,College,Low,2.49,No,Public,0,No,1,718,A
47421,Peshawar,Male,Regular,Arts,836,622,562,68.69,Graduate,High,2.85,No,Public,1,No,1,814,A-ONE
47422,Khyber,Female,Regular,Arts,707,383,518,56.78,Graduate,High,1.1,Yes,Public,2,No,1,442,D
47423,Chitral,Male,Regular,Arts,327,466,804,59.96,Graduate,Medium,3.0,Yes,Private,0,Yes,1,628,B
47424,Charsadda,Male,Private,Arts,686,795,759,55.77,High School,High,1.59,No,Public,2,Yes,1,609,B
47425,Khyber,Female,Private,Arts,636,338,307,91.25,College,High,4.5,No,Public,1,Yes,2,848,A-ONE
47426,Khyber,Male,Private,Science,737,825,771,50.26,High School,Medium,2.1,Yes,Private,1,No,2,461,D
47427,Khyber,Male,Private,Arts,743,547,797,51.08,Graduate,Low,2.93,No,Public,2,No,2,504,C
47428,Peshawar,Male,Regular,Arts,608,752,789,52.77,High School,Low,4.39,Yes,Public,0,No,1,531,C
47429,Mohmand,Female,Private,Arts,685,736,564,51.76,College,High,1.7,No,Private,0,Yes,2,599,C
47430,Charsadda,Female,Private,Arts,756,511,441,74.05,High School,Medium,2.77,Yes,Private,1,No,2,321,Fail
47431,Mohmand,Female,Private,Science,596,361,674,58.06,Graduate,High,2.57,No,Public,1,Yes,2,705,A
47432,Mohmand,Female,Regular,Science,446,761,812,81.35,Graduate,Medium,4.1,Yes,Public,0,Yes,2,804,A-ONE
47433,Khyber,Female,Regular,Arts,618,849,783,56.01,Graduate,Medium,1.89,Yes,Public,0,Yes,2,484,D
47434,Charsadda,Female,Private,Science,598,537,775,73.9,Graduate,Medium,4.12,Yes,Private,0,No,2,340,Fail
47435,Mohmand,Female,Regular,Arts,477,489,532,89.68,High School,Medium,3.75,Yes,Private,0,Yes,1,467,D
47436,Peshawar,Male,Private,Arts,744,727,609,64.1,High School,High,3.36,Yes,Private,0,Yes,1,725,A
47437,Chitral,Male,Private,Arts,730,567,727,86.61,Graduate,High,1.42,No,Public,2,No,1,360,Fail
47438,Mohmand,Female,Regular,Arts,498,318,396,62.84,High School,Low,3.23,No,Private,2,No,2,421,D
47439,Khyber,Male,Private,Arts,451,539,580,79.43,High School,Medium,4.13,No,Private,2,Yes,1,319,Fail
47440,Mohmand,Female,Private,Science,597,322,558,69.21,College,Low,2.11,Yes,Private,0,No,1,307,Fail
47441,Khyber,Male,Private,Science,452,661,372,58.14,College,Low,1.11,Yes,Public,0,Yes,2,560,C
47442,Mohmand,Female,Regular,Science,502,783,470,71.38,High School,Medium,3.82,Yes,Private,0,No,2,676,B
47443,Khyber,Female,Private,Science,466,773,618,69.97,Graduate,Low,2.16,Yes,Private,2,Yes,1,582,C
47444,Chitral,Male,Private,Arts,839,774,767,51.44,Graduate,Medium,3.17,Yes,Private,1,Yes,1,448,D
47445,Charsadda,Female,Regular,Arts,409,464,386,60.42,Graduate,High,3.93,Yes,Public,0,Yes,1,350,Fail
47446,Charsadda,Male,Regular,Arts,828,342,765,66.41,College,Medium,2.33,No,Public,0,Yes,2,820,A-ONE
47447,Peshawar,Male,Private,Science,435,353,456,91.42,Graduate,Medium,1.74,No,Public,1,No,2,619,B
47448,Chitral,Female,Regular,Science,700,603,504,86.37,Graduate,Medium,2.94,Yes,Public,1,Yes,1,473,D
47449,Khyber,Male,Regular,Arts,657,828,638,70.66,Graduate,High,3.7,Yes,Public,0,Yes,1,708,A
47450,Khyber,Male,Regular,Science,725,804,777,72.14,High School,Low,3.43,No,Private,0,No,2,798,A
47451,Khyber,Female,Private,Arts,714,349,430,59.67,Graduate,High,4.06,Yes,Public,1,Yes,1,663,B
47452,Charsadda,Male,Regular,Science,542,586,781,92.78,Graduate,Low,3.36,Yes,Public,1,Yes,2,632,B
47453,Peshawar,Female,Private,Science,471,776,726,62.88,College,Low,1.54,No,Private,1,Yes,2,384,Fail
47454,Khyber,Male,Regular,Arts,573,520,342,83.35,High School,Medium,1.87,Yes,Private,0,No,1,814,A-ONE
47455,Mohmand,Female,Regular,Science,767,593,415,70.4,Graduate,Low,4.97,No,Public,1,No,1,749,A
47456,Peshawar,Male,Private,Arts,588,374,771,58.32,College,Medium,2.75,Yes,Public,0,Yes,1,389,Fail
47457,Chitral,Male,Regular,Science,404,566,539,97.66,College,Low,1.42,No,Public,1,No,1,659,B
47458,Khyber,Male,Private,Arts,316,843,573,79.45,High School,High,1.53,Yes,Private,1,Yes,1,549,C
47459,Mohmand,Male,Regular,Arts,732,848,836,66.95,High School,High,2.11,Yes,Public,1,No,2,714,A
47460,Mohmand,Male,Private,Arts,335,777,633,88.42,High School,Medium,4.11,Yes,Public,0,Yes,1,502,C
47461,Khyber,Male,Private,Arts,611,706,383,88.7,High School,High,1.03,Yes,Private,2,Yes,1,380,Fail
47462,Chitral,Male,Private,Arts,466,303,333,60.99,College,High,1.92,Yes,Private,1,No,1,792,A
47463,Peshawar,Female,Regular,Science,584,845,715,98.19,Graduate,Low,3.01,No,Public,1,Yes,2,358,Fail
47464,Peshawar,Female,Private,Science,642,632,464,57.53,High School,Medium,2.29,Yes,Private,1,Yes,2,540,C
47465,Mohmand,Male,Private,Arts,347,777,492,88.91,High School,Medium,3.76,No,Private,2,No,2,470,D
47466,Mohmand,Female,Private,Science,629,680,526,85.08,Graduate,Medium,4.51,No,Public,0,Yes,2,780,A
47467,Peshawar,Female,Private,Science,531,466,480,62.2,High School,Low,4.19,No,Public,1,Yes,2,711,A
47468,Khyber,Male,Regular,Science,807,631,823,97.33,College,Medium,3.32,No,Private,2,No,1,580,C
47469,Chitral,Female,Private,Science,786,758,843,67.43,Graduate,Low,3.58,No,Private,2,Yes,2,468,D
47470,Charsadda,Male,Private,Science,605,732,316,82.28,Graduate,Medium,4.58,No,Public,2,Yes,2,414,D
47471,Mohmand,Female,Private,Arts,436,493,814,76.9,Graduate,Low,2.57,No,Private,1,No,2,745,A
47472,Khyber,Male,Regular,Science,306,569,335,63.55,College,Low,2.64,Yes,Public,2,No,1,446,D
47473,Charsadda,Male,Regular,Arts,470,301,609,98.28,College,Medium,1.98,No,Public,0,No,2,594,C
47474,Peshawar,Female,Private,Arts,745,322,441,75.54,High School,Low,1.04,No,Public,1,No,1,411,D
47475,Chitral,Male,Regular,Arts,500,748,848,89.14,College,Medium,4.42,Yes,Public,1,No,2,425,D
47476,Khyber,Female,Regular,Science,404,519,846,99.17,College,Medium,4.15,Yes,Public,2,No,1,775,A
47477,Mohmand,Male,Regular,Science,406,689,687,60.29,High School,Low,3.91,Yes,Private,1,No,2,721,A
47478,Khyber,Male,Regular,Science,681,489,676,68.88,College,High,3.95,Yes,Private,0,Yes,1,841,A-ONE
47479,Mohmand,Male,Private,Arts,728,359,668,89.13,College,Medium,2.9,Yes,Public,1,No,2,748,A
47480,Chitral,Male,Regular,Science,423,566,798,59.46,High School,High,3.24,No,Private,2,Yes,2,768,A
47481,Khyber,Male,Regular,Science,417,628,570,76.42,College,Medium,3.82,No,Public,1,No,1,505,C
47482,Khyber,Female,Private,Science,620,723,479,52.27,Graduate,Low,3.23,No,Private,0,Yes,1,719,A
47483,Charsadda,Male,Regular,Science,407,756,400,59.67,College,Low,4.07,Yes,Private,2,No,1,742,A
47484,Mohmand,Female,Regular,Science,671,335,378,61.5,Graduate,Low,4.95,No,Private,1,No,1,835,A-ONE
47485,Charsadda,Female,Regular,Arts,811,783,622,62.93,Graduate,Low,2.59,No,Private,2,Yes,2,619,B
47486,Charsadda,Female,Private,Arts,505,565,815,62.73,Graduate,High,1.36,Yes,Private,0,No,2,568,C
47487,Chitral,Male,Regular,Arts,345,631,619,59.23,Graduate,Low,4.49,No,Private,2,No,2,559,C
47488,Charsadda,Female,Private,Science,796,565,620,73.14,Graduate,Low,1.08,Yes,Public,0,Yes,1,347,Fail
47489,Charsadda,Male,Private,Arts,451,585,513,93.26,College,High,3.17,Yes,Private,0,Yes,1,819,A-ONE
47490,Peshawar,Male,Regular,Arts,526,846,325,62.94,High School,Medium,2.18,No,Public,2,Yes,2,757,A
47491,Khyber,Male,Regular,Science,333,595,759,64.72,College,High,4.85,No,Public,1,No,2,534,C
47492,Khyber,Female,Private,Science,471,433,596,50.09,College,High,2.69,No,Private,1,Yes,1,660,B
47493,Khyber,Male,Private,Science,424,498,364,72.35,Graduate,Medium,2.95,No,Public,1,Yes,1,798,A
47494,Khyber,Female,Private,Science,811,430,713,62.83,High School,Medium,1.14,No,Public,1,Yes,1,748,A
47495,Mohmand,Male,Private,Arts,542,522,492,64.03,College,High,4.64,Yes,Private,2,Yes,2,679,B
47496,Charsadda,Female,Private,Arts,337,846,695,73.98,College,Low,2.99,No,Private,0,Yes,2,589,C
47497,Peshawar,Male,Regular,Science,720,484,533,85.48,College,High,3.66,No,Public,0,No,2,633,B
47498,Peshawar,Female,Regular,Arts,551,717,467,97.67,Graduate,Low,4.88,Yes,Public,0,No,2,312,Fail
47499,Charsadda,Male,Private,Arts,708,493,563,76.36,College,Medium,2.65,Yes,Private,2,No,1,744,A
47500,Peshawar,Female,Private,Arts,321,845,606,62.61,College,High,3.99,No,Public,2,No,2,769,A
47501,Chitral,Male,Regular,Science,758,325,317,68.82,College,Low,4.18,No,Public,0,Yes,1,512,C
47502,Mohmand,Male,Regular,Science,487,306,427,90.55,College,Medium,2.81,No,Private,2,Yes,1,388,Fail
47503,Mohmand,Female,Private,Science,441,591,469,80.44,High School,High,1.86,No,Private,0,No,1,371,Fail
47504,Khyber,Female,Private,Science,700,573,749,59.94,College,Medium,1.57,No,Private,0,No,2,688,B
